title_list,view,upload_date,comment,likes_num,unlikes_num
LG VELVET X 하하 - 당신의 소중한 순간과 함께 (하이라이트),"조회수 6,785회",2020. 5. 9.,댓글 25개,좋아요 84개,싫어요 38개
LG전자 파르나스 지주형 LED 사이니지 영상,"조회수 2,445회",2020. 5. 7.,댓글 1개,좋아요 23개,싫어요 2개
LG 사이니지 영상 _ LED 사이니지 편,"조회수 1,595회",2020. 5. 7.,댓글 3개,좋아요 17개,싫어요 1개
LG 사이니지 영상 _ 디지털 사이니지 편,"조회수 2,649회",2020. 5. 7.,댓글 4개,좋아요 31개,싫어요 1개
LG VELVET - On the Digital Runway : 영국남자 편,"조회수 4,485회",2020. 5. 7.,댓글 26개,좋아요 86개,싫어요 10개
LG VELVET - On the Digital Runway : 디에디트 편,"조회수 3,710회",2020. 5. 7.,댓글 9개,좋아요 57개,싫어요 11개
LG VELVET - 올레드 시네마뷰 : 정주행 편,"조회수 667,591회",2020. 5. 7.,댓글 13개,좋아요 66개,싫어요 6개
LG VELVET - ASMR : 냥스타그램 편,"조회수 3,358,878회",2020. 5. 7.,댓글 32개,좋아요 171개,싫어요 21개
LG VELVET - 타임랩스 : 슈퍼파워 편,"조회수 3,370,883회",2020. 5. 7.,댓글 64개,좋아요 158개,싫어요 27개
LG VELVET - 타임랩스 : 강슛 편,"조회수 1,870,696회",2020. 5. 7.,댓글 19개,좋아요 88개,싫어요 14개
LG VELVET - 색.다른 시작 편,"조회수 4,778,989회",2020. 5. 7.,"댓글 1,057개","좋아요 2,796개",싫어요 317개
LG WHISEN ThinQ - 걱정없이 깨끗한 바람 편,"조회수 8,421회",2020. 5. 6.,댓글 7개,좋아요 32개,싫어요 5개
LG VELVET - 벨벳으로 완성한 한 끗의 차이,"조회수 66,864회",2020. 5. 5.,댓글 288개,좋아요 271개,싫어요 175개
LG VELVET - Design 영상 편,"조회수 20,532회",2020. 5. 4.,댓글 96개,좋아요 253개,싫어요 43개
초대형 LED 사이니지 - 압도적인 스케일로 시선을 사로잡다,"조회수 4,622회",2020. 5. 2.,댓글 11개,좋아요 67개,싫어요 1개
프라엘 초음파클렌저(화이트) - 이나영 미세먼지 편,"조회수 658,864회",2020. 4. 30.,댓글 1개,좋아요 21개,싫어요 2개
프라엘 LED마스크(FDA) - 이나영 선물 편,"조회수 2,045회",2020. 4. 30.,댓글 1개,좋아요 16개,싫어요 없음
프라엘 토탈타이트업케어(라인) - 김희애 토탈 편,"조회수 692,461회",2020. 4. 30.,댓글 2개,좋아요 37개,싫어요 없음
프라엘 LED마스크(하루9분) - 김희애 코어 편,"조회수 756,531회",2020. 4. 30.,댓글 1개,좋아요 44개,싫어요 2개
